id,web_name,team,pos,now_cost,cost_change_event,selected_by_percent,transfers_in_event,transfers_out_event
1,Raya,ARS,GK,61,1,42.2,105037,34441
2,Arrizabalaga,ARS,GK,49,0,0.1,79,180
3,Meslier,ARS,GK,49,0,0.0,36,89
4,Gabriel,ARS,DEF,80,0,22.8,17686,53214
5,J.Timber,ARS,DEF,65,0,0.4,9209,2912
6,Saliba,ARS,DEF,59,0,0.2,283,836
7,Lewis-Skelly,ARS,MID,54,-1,0.6,667,4136
8,Calafiori,ARS,DEF,58,0,50.6,58154,49177
9,Hincapie,ARS,DEF,52,-1,0.9,1059,4684
10,White,ARS,DEF,55,0,5.1,3116,53576
11,Mosquera,ARS,DEF,53,0,1.7,886,7340
12,Saka,ARS,MID,95,0,13.5,77355,36160
13,Rice,ARS,MID,74,0,11.9,6969,55176
14,Eze,ARS,MID,63,0,1.0,1580,5293
15,Ødegaard,ARS,MID,68,0,19.8,58061,71459
16,Madueke,ARS,MID,62,0,0.2,558,1251
17,Merino,ARS,MID,58,0,0.4,501,2322
18,Martinelli,ARS,MID,63,0,0.1,0,413
19,Zubimendi,ARS,MID,53,0,0.6,371,2945
20,Dowman,ARS,MID,53,0,0.1,346,438
22,Nwaneri,ARS,MID,54,0,0.0,0,41
23,Fábio Vieira,ARS,MID,55,0,0.0,0,30
24,Nelson,ARS,MID,55,0,0.0,0,15
25,Gyökeres,ARS,FWD,71,-1,3.1,4345,12897
26,Havertz,ARS,FWD,76,0,8.5,45042,36702
27,G.Jesus,ARS,FWD,59,0,0.1,0,720
31,Konsa,ARS,DEF,46,1,19.4,73224,34682
452,Bruno G.,ARS,MID,67,0,1.8,3948,5923
557,Tzolis,ARS,MID,63,-1,12.3,9088,121647
29,M.Bizot,AVL,GK,45,0,0.1,43,804
30,Digne,AVL,DEF,45,0,0.0,0,168
32,Cash,AVL,DEF,44,0,4.9,2094,20590
33,Mings,AVL,DEF,45,0,0.4,1293,1057
34,Pau,AVL,DEF,45,0,0.3,28,2554
35,Bogarde,AVL,MID,49,-1,0.1,139,357
36,Maatsen,AVL,DEF,44,-1,0.5,42,5070
37,Lindelöf,AVL,DEF,45,0,0.3,744,986
38,A.García,AVL,DEF,40,0,1.5,1418,4805
39,Nedeljkovic,AVL,DEF,40,0,0.1,0,417
41,Buendía,AVL,MID,59,0,1.0,9379,3063
44,Bailey,AVL,MID,54,0,0.1,0,381
45,McGinn,AVL,MID,54,0,2.2,5227,6575
46,Barkley,AVL,MID,50,0,0.3,433,1424
47,Kamara,AVL,MID,50,0,0.3,992,1230
48,Onana,AVL,MID,49,0,0.0,28,73
49,Iling Jr,AVL,MID,50,0,0.0,0,8
50,Burrowes,AVL,MID,45,0,0.6,486,2705
51,George Hemmings,AVL,MID,45,0,1.2,2520,7980
52,Alysson,AVL,MID,50,0,0.0,59,633
53,Manzambi,AVL,MID,59,0,0.4,23666,2070
54,Gomes,AVL,MID,55,0,0.0,339,132
55,Watkins,AVL,FWD,78,0,2.5,0,9185
56,Abraham,AVL,FWD,55,0,0.2,1231,1325
160,Garnacho,AVL,MID,58,0,0.3,384,2225
166,N.Jackson,AVL,FWD,65,0,1.4,26960,5829
582,Madjo,AVL,FWD,54,0,0.2,142,1475
596,Ruggeri,AVL,DEF,45,0,0.1,406,253
597,Suzuki,AVL,GK,50,0,1.9,10982,4931
606,Rowe,AVL,DEF,40,0,0.2,236,718
607,Lynch,AVL,MID,45,0,0.1,0,551
611,Wan-Bissaka,AVL,DEF,45,0,0.2,1129,1123
618,Goretzka,AVL,MID,59,0,0.0,13,344
630,Harwood-Bellis,AVL,DEF,45,0,0.0,132,133
