id,web_name,team,pos,now_cost,cost_change_event,selected_by_percent,transfers_in_event,transfers_out_event
1,Raya,ARS,GK,61,1,42.2,97245,29554
2,Arrizabalaga,ARS,GK,49,0,0.1,73,160
3,Meslier,ARS,GK,49,0,0.0,34,75
4,Gabriel,ARS,DEF,80,0,22.8,15478,48101
5,J.Timber,ARS,DEF,65,0,0.4,8203,2513
6,Saliba,ARS,DEF,59,0,0.2,254,738
7,Lewis-Skelly,ARS,MID,54,-1,0.6,594,3821
8,Calafiori,ARS,DEF,58,0,50.6,51749,44155
9,Hincapie,ARS,DEF,52,-1,0.9,921,4275
10,White,ARS,DEF,55,0,5.1,3071,48187
11,Mosquera,ARS,DEF,53,0,1.7,775,6694
12,Saka,ARS,MID,95,0,13.5,68698,32210
13,Rice,ARS,MID,74,0,12.0,6804,44501
14,Eze,ARS,MID,63,0,1.0,1369,4783
15,Ødegaard,ARS,MID,68,0,19.8,52399,65202
16,Madueke,ARS,MID,62,0,0.2,502,1138
17,Merino,ARS,MID,58,0,0.4,437,2097
18,Martinelli,ARS,MID,63,0,0.1,0,369
19,Zubimendi,ARS,MID,53,0,0.6,328,2662
20,Dowman,ARS,MID,53,0,0.1,311,397
22,Nwaneri,ARS,MID,54,0,0.0,0,36
23,Fábio Vieira,ARS,MID,55,0,0.0,0,27
24,Nelson,ARS,MID,55,0,0.0,0,11
25,Gyökeres,ARS,FWD,71,-1,3.1,3826,11669
26,Havertz,ARS,FWD,76,0,8.5,41308,33076
27,G.Jesus,ARS,FWD,59,0,0.1,0,650
31,Konsa,ARS,DEF,46,1,19.4,66262,30930
452,Bruno G.,ARS,MID,67,0,1.8,3443,5302
557,Tzolis,ARS,MID,63,-1,12.4,8229,114068
29,M.Bizot,AVL,GK,45,0,0.1,41,730
30,Digne,AVL,DEF,45,0,0.0,0,151
32,Cash,AVL,DEF,44,0,4.9,1902,18792
33,Mings,AVL,DEF,45,0,0.4,1154,944
34,Pau,AVL,DEF,45,0,0.3,21,2339
35,Bogarde,AVL,MID,49,-1,0.1,127,319
36,Maatsen,AVL,DEF,45,0,0.5,38,4671
37,Lindelöf,AVL,DEF,45,0,0.3,684,866
38,A.García,AVL,DEF,40,0,1.5,1284,4344
39,Nedeljkovic,AVL,DEF,40,0,0.1,0,379
41,Buendía,AVL,MID,59,0,1.0,8412,2721
44,Bailey,AVL,MID,54,0,0.1,0,343
45,McGinn,AVL,MID,54,0,2.2,4729,5960
46,Barkley,AVL,MID,50,0,0.3,387,1286
47,Kamara,AVL,MID,50,0,0.3,887,1111
48,Onana,AVL,MID,49,0,0.0,24,67
49,Iling Jr,AVL,MID,50,0,0.0,0,7
50,Burrowes,AVL,MID,45,0,0.6,439,2467
51,George Hemmings,AVL,MID,45,0,1.2,2292,7308
52,Alysson,AVL,MID,50,0,0.0,55,581
53,Manzambi,AVL,MID,59,0,0.3,21992,1732
54,Gomes,AVL,MID,55,0,0.0,292,117
55,Watkins,AVL,FWD,78,0,2.5,0,8254
56,Abraham,AVL,FWD,55,0,0.2,1127,1187
160,Garnacho,AVL,MID,58,0,0.3,347,2018
166,N.Jackson,AVL,FWD,65,0,1.4,24762,5146
582,Madjo,AVL,FWD,54,0,0.2,123,1367
596,Ruggeri,AVL,DEF,45,0,0.1,370,237
597,Suzuki,AVL,GK,50,0,1.9,9967,4393
606,Rowe,AVL,DEF,40,0,0.2,215,648
607,Lynch,AVL,MID,45,0,0.1,0,501
611,Wan-Bissaka,AVL,DEF,45,0,0.2,1022,1015
618,Goretzka,AVL,MID,59,0,0.0,10,319
630,Harwood-Bellis,AVL,DEF,45,0,0.0,117,122
631,Mbaye,AVL,MID,60,0,0.1,640,882
667,Wright,AVL,GK,40,0,0.1,4401,338
57,Petrović,BOU,GK,45,0,3.0,3992,7395
58,Forster,BOU,GK,40,0,3.5,5924,4713
59,Dennis,BOU,GK,40,0,0.1,0,391
60,Hill,BOU,DEF,55,0,0.8,2110,2070
61,Truffert,BOU,DEF,54,-1,3.0,3187,8657
62,Diakité,BOU,DEF,49,-1,0.2,375,704
63,Milosavljević,BOU,DEF,49,0,0.0,15,27
64,Smith,BOU,DEF,45,0,0.1,274,323
65,J.Araujo,BOU,DEF,44,0,0.0,22,35
66,Soler,BOU,DEF,40,0,0.3,548,804
67,Rayan,BOU,MID,63,-1,1.6,2725,7215
68,Tavernier,BOU,MID,61,0,6.7,58864,29803
69,Scott,BOU,MID,61,0,5.7,15174,28506
70,Kluivert,BOU,MID,60,0,0.9,2257,12564
71,Cook,BOU,MID,50,0,0.2,183,836
72,Gannon-Doak,BOU,MID,49,0,0.1,94,275
73,Adams,BOU,MID,50,0,0.3,749,1184
74,Brooks,BOU,MID,50,0,0.1,120,244
75,Christie,BOU,MID,50,0,0.0,207,172
76,Tóth.A,BOU,MID,49,0,0.0,17,42
77,Adli,BOU,MID,49,0,0.0,15,55
78,Kroupi.Jr,BOU,MID,74,0,0.2,117,574
79,Evanilson,BOU,FWD,60,0,3.2,12006,15281
80,Enes Ünal,BOU,FWD,55,0,0.0,0,30
81,Rodríguez,BOU,FWD,60,0,0.1,495,482
566,Silva,BOU,DEF,50,0,0.4,2695,1668
573,Sanchez,BOU,DEF,44,0,0.2,115,293
608,Jebbison,BOU,FWD,50,0,0.1,623,616
615,Di Gregorio,BOU,GK,45,0,0.0,133,130
82,Kelleher,BRE,GK,50,0,6.2,15027,8315
83,Valdimarsson,BRE,GK,45,0,0.1,194,230
84,Collins,BRE,DEF,54,0,1.0,75,6684
85,Van den Berg,BRE,DEF,49,0,0.1,26,212
86,Lewis-Potter,BRE,MID,55,0,1.7,2829,9220
87,Ajer,BRE,DEF,45,0,3.9,8371,15924
88,Kayode,BRE,DEF,46,0,7.7,10129,14656
89,Henry,BRE,DEF,44,0,0.2,119,411
90,Hickey,BRE,DEF,45,0,0.1,125,172
92,Ji-soo,BRE,DEF,44,-1,0.0,45,69
93,Schuster,BRE,DEF,45,0,0.2,12090,1261
94,Schade,BRE,MID,62,1,10.5,295498,13836
95,O.Dango,BRE,MID,63,0,0.5,557,2715
96,Damsgaard,BRE,MID,54,0,0.4,1053,1522
97,Jensen,BRE,MID,54,0,0.1,12,438
98,Janelt,BRE,MID,50,0,2.5,14624,13188
99,Milambo,BRE,MID,50,0,0.0,6,6
100,Carvalho,BRE,MID,50,0,0.0,474,125
102,Yarmoliuk,BRE,MID,48,0,0.7,914,2313
103,Dasilva,BRE,MID,49,0,0.0,7,68
105,Anthony,BRE,MID,59,0,0.1,1676,410
106,Thiago,BRE,FWD,78,0,9.0,39536,26035
107,Furo,BRE,FWD,45,0,0.9,434,7112
108,Wilson,BRE,FWD,54,-1,0.3,795,1842
565,M.Sangaré,BRE,MID,56,-1,10.2,6192,113696
620,Diouf,BRE,DEF,45,0,0.1,330,515
657,Nunes,BRE,MID,45,0,0.0,256,193
660,Fredrick,BRE,DEF,40,0,0.0,353,38
661,Balcombe,BRE,GK,40,0,0.0,2169,323
109,Verbruggen,BHA,GK,45,0,21.7,49309,49039
111,Steele,BHA,GK,40,0,4.1,5280,10604
113,F.Kadıoğlu,BHA,DEF,44,0,1.6,2891,4997
114,Boscagli,BHA,DEF,45,0,0.3,1410,509
115,De Cuyper,BHA,DEF,49,0,27.1,213006,12409
116,Dunk,BHA,DEF,45,0,1.5,6986,5132
117,Coppola,BHA,DEF,45,0,0.0,73,65
118,Igor,BHA,DEF,45,0,0.0,0,207
119,Costinha,BHA,DEF,45,0,0.0,98,96
120,Svoboda,BHA,DEF,50,0,0.1,924,317
121,Mitoma,BHA,MID,59,0,0.0,73,118
122,Minteh,BHA,MID,58,-1,0.0,28,141
123,Hinshelwood,BHA,MID,59,0,0.6,152,4953
124,Groß,BHA,MID,58,1,27.2,625668,7187
125,Georginio,BHA,FWD,53,-1,0.5,1791,2886
126,O'Riley,BHA,MID,54,0,0.1,266,381
127,Gomez,BHA,MID,50,0,4.0,8716,30344
128,Buonanotte,BHA,MID,50,0,0.0,0,3
129,Ayari,BHA,MID,54,0,0.4,1566,1463
130,Wieffer,BHA,DEF,49,0,0.2,22,1408
132,Howell,BHA,MID,45,0,0.0,0,149
133,Watson,BHA,MID,50,0,0.0,0,3
134,Oriola,BHA,MID,45,0,0.2,240,1003
135,Yohanna,BHA,MID,49,0,0.0,5,278
137,Tzimas,BHA,FWD,54,0,0.0,22,32
138,Kostoulas,BHA,FWD,56,1,3.3,235084,8824
139,Ferguson,BHA,FWD,50,0,0.0,82,184
328,Struijk,BHA,DEF,49,0,0.2,595,353
504,Vuskovic,BHA,DEF,50,0,3.5,38438,7775
594,David,BHA,FWD,59,-1,0.2,2141,1585
600,Osman,BHA,MID,50,0,0.0,77,91
605,Yalcouyé,BHA,MID,45,0,4.0,18899,25685
614,Hadjam,BHA,DEF,45,0,0.0,184,190
624,Cozier-Duberry,BHA,MID,50,0,0.0,0,0
639,Andrés,BHA,MID,55,0,0.0,1821,190
652,Azeez,BHA,MID,55,0,0.0,13,34
658,Ibrahim,BHA,MID,45,0,0.0,215,156
28,Martinez,CHE,GK,50,0,4.8,4894,16344
40,Rogers,CHE,MID,77,0,40.3,98722,50337
101,Henderson,CHE,MID,49,0,0.0,351,98
136,Welbeck,CHE,FWD,59,0,1.0,5219,6778
140,Sánchez,CHE,GK,49,0,0.7,0,3145
141,Jörgensen,CHE,GK,50,0,0.0,0,21
142,James,CHE,DEF,54,0,6.0,432,59579
143,Chalobah,CHE,DEF,55,0,0.1,0,196
144,Gusto,CHE,DEF,49,-1,1.0,1295,5460
145,Fofana,CHE,DEF,50,0,0.2,1593,856
146,B.Badiashile,CHE,DEF,45,0,0.0,0,34
148,Hato,CHE,DEF,45,0,0.8,543,5825
149,Colwill,CHE,DEF,48,-1,0.9,730,4020
150,M.Sarr,CHE,DEF,45,0,0.0,0,116
